uni,society,timestamp,caption,url
kcl,kingsarabsoc,2024-02-05T18:38:54.000Z,"THE OFFICIAL ARAB BALL 2024🎉 
We’re back bigger and better!! 
We are so excited to welcome you back to our annual Arab Ball 🤩 
Save the date and keep an eye out for more information👀",https://www.instagram.com/p/C2-eWrhtmh2/
oxford,trintztagram,2024-01-20T15:51:12.000Z,"‼️BOP‼️ With FREE ENTRY🤑

Ticket link in bio and below:

https://fixr.co/event/trinityxchchxhertford-anything-but-clothes-bop-tickets-209168863",https://www.instagram.com/p/C2U-cY2o_EL/
oxford,oxford.uni.triathlon,2023-10-11T13:17:40.000Z,"Next in the committee introductions is Ben, our web officer!",https://www.instagram.com/p/CyQolglo8mw/
ucl,ucldrs,2023-09-24T00:23:12.000Z,Introducing Abeni - our academic officer! 🧠,https://www.instagram.com/p/CxjecMMIU63/
kcl,kclhindusoc,2024-03-03T22:11:38.000Z,"We are so excited to invite you to our Semi Classical Dance Workshop with the incredible Smti. Ashwini Kalsekarji 💃🏽

Ashwiniji is a professional Kathak teacher, based in West London and has been teaching in the UK for over 15 years, and she trained with Pandita Shama Bhate and Guru Rekha Nadgauda ✨

📆 Monday 11th March 2024
⏰ 6:00pm onwards
📍 Ambedkar Studio (SOAS Campus), 10 Thornhaugh Street, London, WC1H 0XG

Swipe to see what we will be learning ✨

Sign up using the link in bio! Limited places! 🤍
Dress code: traditional kurtas etc 👚

Bring enough water & please note the dance will be barefoot! If you have any injuries please let us know on arrival! 

Can’t wait to see you soon! 🙏🏽

-

🎨: @hirva_780 (KCL Design Officer) & @kritikaasawant (KCL President)

✍️: @kritikaasawant (KCL President)",https://www.instagram.com/p/C4EYKY_NLHj/
oxford,osbesociety,2023-11-14T18:22:08.000Z,"Last week we welcomed Tom Holmes, founder and CEO of Toms Trunks to talk to us about his clothing brand and the battle to keep sustainability a priority during rapid business growth. Tom highlighted the challenges of making clothes production and supply sustainable, but has shown incredible commitment to reducing the carbon footprint of his entire business, from factory to shipping to marketing methods. Tom has introduced a number of innovative practises to ameliorate the footprint of the fashion industry, focusing on reducing waste, slowing fashion through creating lifetime products and using renewable energy for factories. Tom was steadfast in the belief that sustainability has to start at their level, and is determined to change the narrative that sustainability equals higher cost.",https://www.instagram.com/p/CzoudNvoOUa/
oxford,oxfordstudentfaithaction,2023-09-22T08:38:22.000Z,"Hi everyone, we are Oxford Student Faith Action

Who are we?
We are a coalition of organisations fighting for increased clarity and inclusion for LGBTQ+ Christians in Oxford. We represent multiple LGBTQ+ organisations in Oxford, as well as Churches.

What are we doing?
Today we will be publishing our first faith report called ‘Attitudes to Queer Christians in Oxford Churches’. This report ranks churches in Oxford on how friendly they are to LGBTQ+ people from a score of 1 to 5. Our goal was to assemble evidence so that LGBTQ+ people can make informed decisions about where they go to church, and protect them from harm. 

The full report is listed in our bio, and at the QR code.",https://www.instagram.com/p/CxfNhKeIbv6/
kcl,kclchileansociety,2023-05-10T00:34:05.000Z,"🇨🇱Meet this year’s Chilean society committee!🇨🇱
•
•
Our General Coordinator: Nicole
•
•
@nicolefiehn",https://www.instagram.com/p/CsCuyHbK47j/
ucl,ucltabletennis,2023-09-06T14:59:57.000Z,"Introducing our new 2023/24 President… David!! Swipe to learn a little more about him…🏓⭐️

Links to become a member of UCL Table Tennis Club are in our linktree 😊🌱",https://www.instagram.com/p/Cw2seC2t1M8/
ucl,uclbarbellclub,2023-10-08T10:51:40.000Z,"🚨Taster tickets are now available! 🚨

Are you interested in powerlifting and/or weightlifting? Do you want to see what it’s like to train with us? Get a ticket for any of the above sessions on the Student Union’s website!",https://www.instagram.com/p/CyIpfiFgSby/
oxford,lmh.entz,2023-10-18T19:54:48.000Z,"🚨🚨🚨 QUIZ @ BAR 
Come down tomorrow (thurs 2nd wk) for a fun evening of quizzery and shenanigans❤️‍🔥
- 8.30pm in the college bar !!
- Prizes to be won

Entz love,
Michael and Charlie 🤍",https://www.instagram.com/p/CyjXmQboBoA/
oxford,oxalts,2023-11-22T18:23:41.000Z,"With two days to go before our concert, next up we have our Altos!
Our excellent Alto 1s are Amelia (rumour goes that she has perfect pitch…) and Ariana (fantastic at gig securing), and our fabulous Alto 2s are Amy (also very efficient Social Sec) and Grace (whose favourite drink is Baileys- don’t ask). These lovely gals are excellent at mastering those tricky harmonies and definitely bring the sass to our big numbers!",https://www.instagram.com/p/Cz9U_l6IGZC/
lse,lsesustudents4children,2022-03-12T12:19:37.000Z,The impact of the Ukraine crisis on children 🇺🇦❤️ please consider donating to the UNICEF campaign,https://www.instagram.com/p/CbAOehIg7Fd/
cambridge,notoriouscambridge,2024-01-03T10:14:58.000Z,"💖Brigid💖

Brigid is an MPhil Crop Science student at Murray Edwards College from Hong Kong.
Notorious is her first time doing A Capella and, fun fact, she accelerates as she walks!",https://www.instagram.com/p/C1omc5FoKVK/
kcl,guys_cu,2023-11-27T14:58:49.000Z,"What’s on this week? 🗓

30th - Weekly meeting 👥 5:30pm in G4 New Hunts House. We will be looking at the reliability of the Bible!

1st - Carol service!! 🎶🎄5:30pm at Guy’s Chapel. Sing carols and hear a talk on the true meaning behind Christmas - free entry!

➡️ swipe for our carol service flyer.

Everyone is welcome to all of our events! Hope to see you there and have an amazing week 🥰",https://www.instagram.com/p/C0J1hcOt_RD/
ucl,ucl_mahjong,2023-12-10T17:00:02.000Z,"As we end term 1 on a high with the last Mahjong event for 2023, this year we welcome all to play mahjong but with a twist! 🔀 All levels of experience are welcome to join us, and different variations of mahjong are played! With a mini-mahjong competition with prizes to be won, to clarify is a very very informal competition, so there is no specific type of mahjong that is required to know to join🤩The mini competition will be from 4:30-6:30pm.

Make sure you have a standard membership👉 Please sign up using the linktree in our bio 📩If can no longer make it let us know! Any queries email or DM us on Instagram.

We will also be giving out Truedan Vouchers (30%) at this event for anyone with standard membership.",https://www.instagram.com/p/C0rhupSIAge/
oxford,oxuniconservatives,2023-10-14T11:15:34.000Z,"First week is almost done and we return for 2nd week Port & Policy, this week to be held at the Oxford Jewish Synagogue! Come along this Sunday at 20:30 for plenty of port, exciting conversation, and spirited debate!

The motions for the night:
1. This House Would Just Stop the Protesters
2. This House Would Abolish The Universities (both of them)
And a secret third motion to be revealed on the night!

Where? Oxford Jewish Congregation and Synagogue - 21 Richmond Road, OX1 2JL

When? Sunday, 14th of October at 8:30 PM

How much?
£9 for Members
£12 for Membership and free entry to this P&P
£14 for non-Members

In solidarity with the Jewish community, a share of the profits will be donated to World Jewish Relief.",https://www.instagram.com/p/CyYI_y8oyzc/
cambridge,cusikhsoc,2023-10-21T15:08:51.000Z,"🔥 Join us on Tuesday 31st October for our Laser Tag and Go-Karting event in Letchworth Garden City with @thesikhway 🔥

There are only 15 spaces available so please sign up asap - the link to the sign-up form is on the members' chat

🚨 The deadline for completing the form is Monday 23rd October 🚨",https://www.instagram.com/p/CyqlQllsjyg/
oxford,theoxstu,2023-10-19T13:29:41.000Z,"The governing body of Christ Church has approved a proposal which would allow non-clergy to lead the college for the first time in its history.

This divides the leadership into two roles: the Dean in charge of the cathedral and a separate college head.

Charlie Bowden reports.",https://www.instagram.com/p/CylQUiSsia0/
kcl,kcloncosoc,2023-09-24T19:53:46.000Z,"We have a very exciting opportunity for you!

KCL Oncology Society has 2 positions on committee that are up for grabs. 

⭐️x1 Charity Events Officer
⭐️x1 Publicity Officer

 If you are interested in joining committee, send us a DM by Saturday 30th September (23:59), detailing the position that you are interested in and a short description as to why you think you would be perfect for the role. 

If you have any questions regarding role requirements, feel free to drop us a DM. 

We look forward to welcoming 2 new faces to our wonderful committee!⭐️",https://www.instagram.com/p/CxlkZxSthhk/
oxford,capitoxsociety,2023-10-15T11:10:56.000Z,"CapitOx and OxWIB are delighted to be hosting Aurora Energy Research for a recruitment event!

Aurora is Europe’s largest dedicated power market analytics company and provides data-driven intelligence for strategy decisions in the global energy transformation. Aurora works with world-leading organisations to provide comprehensive market intelligence, bespoke analytic and advisory services, and cutting-edge software.",https://www.instagram.com/p/CyatQuToSyt/
oxford,oxfordbhangra,2023-12-01T23:09:26.000Z,"Here’s the video from our last class of the michaelmas term taught by @nirali.flechita 💥

Have a great festive break, and we look forward to seeing you all in Hilary term when we have some exciting things planned out!",https://www.instagram.com/p/C0VAylsqGFt/
lse,lse.europeansoc,2021-09-14T16:23:35.000Z,"Just a friendly reminder to purchase your membership via the LSESU website! 

Still not sure if you actually want to join? You can come meet us at the Welcome Fair and/or attend our Give It A Go session first (details coming soon!). In any case, we will persuade you 😉 — so might as well buy it now! 

As we’ve mentioned before, it’s only £1.50 and we promise you, nothing in London is cheaper than that. 🤭 

We hope to see all of you soon!",https://www.instagram.com/p/CTzwGvhgFsZ/
oxford,sthildasoxfordjcr,2024-01-31T12:14:08.000Z,,https://www.instagram.com/p/C2w6WFpI0vo/
lse,lsesuwelshsociety,2021-03-01T08:32:48.000Z,"🌼Happy Saint David’s Day!! 🌼
🥬Dydd Gŵyl Dewi Hapus!! 🥬

🏴󠁧󠁢󠁷󠁬󠁳󠁿Have a great day guys! 🏴󠁧󠁢󠁷󠁬󠁳󠁿",https://www.instagram.com/p/CL3poSrgtdl/
oxford,flow.soundsystem,2023-09-13T14:13:43.000Z,"Just over a week to go until Worthy Earth Festival in Dummer, Hampshire 🙌🧑🏻‍🌾🥕🥦

FLOW is the DJ arm of Worthy Earth and we’ve teamed up to curate a stellar lineup in the dance tent at this year’s harvest festival.

Accompanying the excellent array of live folk, jazz and world musicians playing next weekend, you can catch 3 days of house, trance, dub, ambient and more in an intimate farm location.

Among the amazing collectives bringing their sound to the festival, there’s a special mention to NTS radio host @flollid bringing perfect harvest daytime energy, leading into DJ and music broadcaster @haseebiqbal_ bringin the dub vibrations; working up through the evening nicely until house and trance @haws_music honcho @tywi.dj shares the decks with the amazing @wamesjilkinson for an all-vinyl dance train on Saturday night.

We’re bringing in extra sound courtesy of the talented @auratekh for a powerful sonic experience.

We can’t wait to catch some of you there! Group tickets are available and there a small number left to grab so get on it whilst you can for an awesome end of Summer celebration 🙏

Give @worthy_earth a follow to learn more about the festival!

Ticket link in bio!",https://www.instagram.com/p/CxIovcosiyP/
oxford,oxfordstudents,2023-10-01T12:00:21.000Z,There are plenty of staff and stewards on hand to help you at Freshers Fair. Keep an eye out for them in their SU branded stash. We'll see you there in 3 days!,https://www.instagram.com/p/Cx2vT-0s0LE/
ucl,uclhhrnb,2022-01-29T19:44:35.000Z,"⚠️Announcement⚠️

We’re hosting a collaborative club night with @hiphopqmul ❗️

We will be pre-drinking at Phineas Bar @ UCL  from 8pm - 11pm and then heading to Fire and Lightbox for the event.

Come through and meet new people and enjoy a sick club night!!",https://www.instagram.com/p/CZU4A5Kgkgi/
oxford,oxfordunitkd,2024-02-18T10:15:00.000Z,"Next up, in no particular order, the first half of our men’s team!",https://www.instagram.com/p/C3fDGY2qLgm/
kcl,thinkmental,2023-11-26T14:40:37.000Z,"Episode 2 of our podcast 'can you hear me?' is out now! 💭
🎧 Listen on Spotify by searching for 'ThinkMental' or 'can you hear me?', or on mixcloud.com/ilovekclradio
🧠 This week's episode features @chloe.df, who talks about her experience growing up with social anxiety disorder. Having lived in the USA, Switzerland and how the UK for university, Chloe compares the cultural differences between these three countries and how each of them has affected her anxiety. We also talk about how growing up with the disorder can leave residual effects, even after recovery.",https://www.instagram.com/p/C0HOpVDi9Sy/
oxford,theoxfordblue,2023-12-12T11:38:18.000Z,"Applications for all HT24 positions are now open! No prior experience is required - we are always seeking fresh and diverse perspectives to add to The Blue! We look forward to receiving your responses :)) 

*Application form can be accessed via linktree in bio*

💙💙💙
Liv, Jeannie and Changxian",https://www.instagram.com/p/C0wGf7aBFop/
oxford,altsicehockeyoxford,2024-01-24T16:41:20.000Z,"HILARY TERM CARD DROP!!!
Our amazing Social Sec Alina has just released the Hilary term card! From Anime nights to the Icy Wild West, we have something for everyone this term. Want to get lucky in love? We have the most attractive people at ALTS (oxfess included for evidence) so join us to find your perfect match on Feb 14th 💗😘
See you all on the ice! ❄️⛸️🏒",https://www.instagram.com/p/C2fXXAqIgd3/
oxford,advanceafricaconference,2023-11-06T13:36:19.000Z,"Dr. Abigail Branford is a dedicated scholar whose research explores the intricate dynamics of post-conflict education, postcolonial knowledge production, and issues of gender and gender-based violence in various contexts. With a background in Transitional Justice and an MPhil in Education, Globalisation, and Development from the University of Cambridge, Abigail delved into the complex interplay of education and historical legacies, particularly regarding the understanding of the British Empire in secondary schools in England.

This exploration extended to examining educational institutions’ roles in shaping postcolonial knowledge. She also brings a wealth of experience from previous work on teaching apartheid histories in South Africa and the politics of academic publishing in West African universities. With a commitment to research and intervention against intimate partner violence, Abigail Branford continues to make valuable contributions to academia. Currently, Abigail Branford serves as a lecturer in African Studies at the University of Oxford, where she also completed her doctorate at the prestigious Department of Education.

Join the Advance Africa Conference to learn more about Abigail's career trajectory and to network with other leading career professionals across Africa. 

Link to register is in our bio. Spots are limited.",https://www.instagram.com/p/CzTnYwtN8mK/
kcl,londonpaksoc,2023-11-26T14:32:42.000Z,The biggest event of the year ! Desi Masquerade Ball with live performances from @arjunartist @ahmedkhan_02 & the city Bhangra team,https://www.instagram.com/p/C0HNjFyNUWS/
oxford,capitoxsociety,2023-09-20T09:50:21.000Z,"📢 Applications for our Michaelmas consulting programmes are now open! 

This is a fantastic opportunity to get more experience in consulting and leadership with some amazing firms, regardless of whether you are completely new to the industry or you have spent your summer at McKinsey.

📌 Apply to our consulting projects: https://tinyurl.com/capitoxmt23cp

📌 Apply to our consulting boot camp: https://tinyurl.com/capitoxmt23bc

Our programmes are highly selective and we conduct interviews on a rolling basis, so get your applications in asap!",https://www.instagram.com/p/CxaMKqYBiL9/
oxford,ouwpc,2024-01-11T19:08:57.000Z,Fantastic OUWPC training camp in Sabadell and Barcelona - complete with a club alumnus appearance @mattschaffel !!! Thank you to @club_natacio_sabadell_ and @uehorta for making it possible!,https://www.instagram.com/p/C1-J62PosZ0/
kcl,kcldisabledstudents,2023-11-15T16:12:40.000Z,"Join us at 5pm today on Microsoft teams. The link to the meeting is on our weekly email :) if you are struggling to find it you can always message us and we can send the link to you!
Image description: light purple background with white box. Bold black text reading ""Upcoming event"" and black text reading ""When: Wednesday 15th November at 5pm, What: Society Meeting, Where: Microsoft Teams""",https://www.instagram.com/p/CzrEb2CNAU6/
oxford,sustainablefinance.ox,2024-01-21T09:10:49.000Z,"🌍Speaker Series is back! 🌱 

Happy Hilary Term! We our excited to start off this season with our Speaker Series!🌍
Our upcoming event explores ""The role of Shareholders in Sustainable Finance"" with Ian Robertson, Portfolio Manager and Vice President at Odlum Brown. 

📅 Date: Tuesday, Jan 23, 6:30-8pm
📍 Venue: Place Suite, SoGE

Sign up now and meet us on Tuesday, Jan 23, 6:30-8pm at Place Suite, SoGE. 
Mark your calendars for an insightful discussion on ESG issues in investment portfolios.

SIGN UP -> https://forms.gle/tcWMKBYR9Q7zdRLVA 

 #SustainableFinance #ESGInvesting #SpeakerSeries #OxfordEvent",https://www.instagram.com/p/C2W1aoOIfYc/
oxford,sistersoffunk,2023-11-13T13:59:11.000Z,"We had the best time on saturday @hootanannybrixton with @dynamitedisco__ … if you didn’t manage to catch us London, stop by on Sunday at The Bullingdon FINAL ticket release is tonight at 7pm - link in bio!! 💗",https://www.instagram.com/p/CzlrkbfoeyX/
oxford,_okaykpop,2023-11-20T21:10:43.000Z,"✨️Week 7 events! Kpop game show night, Kpop soju party and open dance class!✨️

💜 Ever wanted to take part in a Kpop game show like your favourite groups? Well this week is your chance, as we'll be hosting a kpop game show night this Tuesday (21/11)! We'll be playing some games inspired by Kpop shows like Run BTS, SKZ Code, Going Seventeen, such as guess the word or other charades variants, guess the song using the choreo, blink mafia and more! Join us as usual at 6pm in front of Somerville college for a fun evening! Hoping to see you there~ 
And a big thank you to everyone who came to our crafts night last week 🫶🏻 💙

💜 Don't forget to buy your tickets for Kpop soju party's special Y2K Kpop night this Wednesday! Join for some old school kpop, immaculate vibes and a wonderful performance from our dance team! See our previous Kpop soju party post for all the details, and our Linktree for tickets if you haven't gotten yours! Don't miss out this amazing Kpop party! 💙

💜 This week's dance class will leave you feeling G-U-I-L-T-Y, but loving it won't be a crime! So come along this Saturday (25/11) to walk like this, talk like this, play like this and learn Taemin's criminally good new title track Guilty! Hoping you're okay for (tonight) this weekend ✨️
The location will be confirmed before Saturday so keep an eye out for updates in our story!

This class will cost £4 for non-members and £2 for members, and you'll be able to buy a membership at the dance class! You can pay with cash at the door or via bank transfer (DM us for details or ask us on the day!). As always, don't forget to bring water and wear comfortable clothes 💙

💜 A massive thank you to HMV for hosting our performance on Saturday, and thank you to everyone who came to see us! We had so much fun and hope you enjoyed as well! For those of you who missed it, we'll be posting the performance video on Youtube soon so stay tuned! 💙",https://www.instagram.com/p/Cz4ehNqt3po/
lse,lsesubowling,2022-02-16T19:23:14.000Z,"Well, well, well….

First of all, let’s get off on the right foot. Yes, I am as surprised as you are to be reading this caption. But we actually ran a social. The annuls of LSE history will quake with what was a momentous occasion.

Let’s lay down some ground rules… 

1) DONT leave the meet with about 1 hour to go, especially without messaging us. We won’t bite. And we get it, we haven’t shown our faces since Freshers, but still, poor form. 

2) Lateness IS rudeness. Anakin Big Bowler learned that lesson. It starts at 4, not 4.17. In the future it will be punished 

Annnyway, what a day. They spoke of this social as a matter of fiction but boy, did we prove them wrong. Sec was on the beers since 9am to make sure he was on form for what was a momentous occasion.

Barman recognised me from last time and knew there were no straws required. Offered me a pint of their ‘house blend’. Interesting concoction. In hind sight it was probably fine-able but since they were offering free bowling I decided to allow it 

Bowling was underway, and there was no sign of the ‘Big Bowler’. After all that chat,aswell. You’ll learn for next time son. And there will be a next time, trust me on that. 

The old adage held true. Some things never change, as the sec pulled out yet another victory. He had to do it the hard way though, as Zaheen fought right till the end. But the sec, clutch as ever, turned up when it mattered most, and raised the victory in front of the people. Sal and Ben also performed well

What a day. One of those that people think would never live up to the hype. But it did. We will return. The train does not stop once it gets rolling. We are coming for the SU

Until next time",https://www.instagram.com/p/CaDL4KSg2Xe/
ucl,ucldodgeball,2023-11-27T16:20:15.000Z,"🎉WOMEN’S BUCS LEAGUE MEET 1🎉

With an amazing performance from last season, we headed into this season with high hopes. We may have lost some amazing players from last year, but this didn’t rattle our team. They took the challenge head on and hit a home run sky high!! ☄️

We started of against the formidable Winchester 1s, and what a game it was. It was a rollercoaster ride with both sides having a claw in the game. It was literally a tug of war but our MVP Yuna’s powerful shots gave us the final pull to help us gain a victory against them (11-9). 

One often meets their destiny, on the road they take to avoid it. Portsmouth 1s was our next challenge and we faced our destiny head on. It was a path we had to cross, but we marched through with no fears in our eyes. With a massive team performance, we succeeded a win (15-5) and our battle was legendary!!

Can’t wait for the next league meet. I hope this momentum will continue and for many more battles ahead!!!",https://www.instagram.com/p/C0J-12ktcQi/
cambridge,cambridgepinkweek,2023-09-20T18:18:15.000Z,"here are our primary goals and initiatives for pink week 2024! every year, there are pillars selected that motivate our events and charities chosen, and we want to be bigger, brighter & bolder. make sure to keep your eyes peeled as you will soon have the opportunity to get involved as a college representative!",https://www.instagram.com/p/CxbGSleIq6P/
lse,lseabacus,2023-10-12T16:11:52.000Z,"How will we ever keep up with the demand for Halloween? Join LSE ABACUS and Playkrown Entertainment for 2 whole nights of Halloween this year! Join us to celebrate two different-themed nights at two different venues.

""This is not a test. This is your emergency broadcast system announcing the commencement of the Annual Purge sanctioned by PlayKrown""

WTH Part 1 will be at E1, hosted by Playkrown Entertainment alongside UCL ABACUS, KCL ABACUS,  IC ABACUS, QM ABACUS, SOAS ABACUS, CITY ABACUS, AND GS ABACUS.

‼️Reserve tickets through link in bio!!!‼️

♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛

Venue: E1, Unit 2, 110 Pennington St, London E1W 2BB
Date: Thursday 26th October 2023
Time: 11:00 pm till 6 am (1 am last entry)
Theme: The Purge

Price:
Standard - £25
VIP - £30

**VIP tickets allow you to jump the queue**
**To reserve a table, you need to purchase 8-10 VIP tickets**

✟ Table ✟

For table reservations, WhatsApp Tina at +44 7768360377 ☎️

Please make sure everyone on your table purchases VIP tickets. Tables are in high demand, Reserve asap!

♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛

💷 Payment Details 💷

Details will be sent to your preferred platform following your reservation confirmation. Please pay within 24 hours upon receiving confirmation or your reservation will be voided. If no reference is included, your reservation will be void and non-refundable. 

Payment Reference: ""WTH+instagram@"" or ""WTH+WhatsApp Number”

♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛

Ticket collection details will be announced at a later date. Follow our Instagram/join our WhatsApp group to get updated!

♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛♕♔♛

🦠We strongly encourage taking a LFT before the event to ensure the safety of all attendees.
💳Please bring government ID as these will be scanned by the venue (Driving License, passport or BRP).
🎟Tickets are subject to availability, please reserve tickets early to avoid disappointment.
👔No sportswear, which includes tracksuits. It is at the venue's discretion to refuse entry.
💸Those arriving past the last entry time, getting refused entry by the venue, and not showing up to the event will not be eligible for refunds or exchanges.",https://www.instagram.com/p/CyThULrISt5/
cambridge,cuplc,2024-01-30T12:00:00.000Z,"Introducing the first half of the Men’s team🔥

Brandon:”3rd and final varsity captaining our strongest team in history, my back might not be perfect but our squad is”

Santosh:”66kg of presidential power hitting the platform”

Shubang:”Shifting weights eating plates @shubang_naga “

Charlie:”-105kg debut, final varsity match.”

Faze:”I have arrived. Better late than never.”

Seb:“””I want to lose three pounds”” - Regina George - Seb Cornwell”

Huge thank you and credit to @beadedparakeet who very kindly took the photographs for the teams",https://www.instagram.com/p/C2uUAlGod7n/
cambridge,embracecambridge,2024-02-19T13:33:22.000Z,"Look out for us selling donuts at Sidgewick site tomorrow! We'll be raising money for @cambridgecyrenians!

Hope to see you there,
Embrace :)",https://www.instagram.com/p/C3h-hCbo4Tg/
ucl,uclmindfulsociety,2023-10-17T09:16:55.000Z,"The long awaited taster sessions are finally here ! Come along to one of these sessions to try out the society :)) 

All you need is a free taster membership 💗",https://www.instagram.com/p/CyfpzdyASCs/
cambridge,camuniliberals,2024-02-01T14:48:16.000Z,"Come join us on our action day on Sunday! We will be meeting outside Christ’s College at 10:30am and will be canvassing and door-knocking around Market Ward. If it’s your first time or if you’re a seasoned campaigner, you’re invited to join us!  It’s a great way to speak to the local community and support liberal candidates! 🔶🧡",https://www.instagram.com/p/C2zwx7AqH0U/
kcl,boundless.drives,2021-06-01T23:00:57.000Z,Thank you all so much for your donations!! We are so grateful and so is @womengivingback!! Keep your eye out for our next donation drive!!💌,https://www.instagram.com/p/CPmGHWlMduz/
lse,lsesu.aviation,2023-09-24T15:10:39.000Z,"MEET THE COMMITTEE 2023-24 (2.0)! 🛩️

We are thrilled to introduce the newest addition to our team!

From subsidised trial flights, to socials, flight spotting, field trips, we have something for everyone.

The Alluring World Of Aviation Awaits!

Get your memberships now! And follow our socials!",https://www.instagram.com/p/CxlEAFINyaS/
lse,grimshawlse,2024-02-07T10:34:43.000Z,"On Week 5 of Winter Term, The Grimshaw Club will be hosting a wide array of events to raise awareness about and fundraise for the humanitarian devastation in Gaza. All proceeds will go to Medical Aid for Palestinians (MAP). You can find all the details of our events below:

🍕 On Tuesday, February 13 we will begin the day with a Pizza and Bake sale from 11am with 9 other LSESU societies and clubs! 80% of our proceeds will go to Medical Aid for Palestinians (MAP) and 20% will go to RAG charity partners. You can sign up to volunteer for this/ donate a baked good from the link in our bio! 

🎤 On the 13th evening at 6PM we will also be hosting Dr. Husam Zomlot, Head of the Palestinian Mission to the UK in conversation with LSE Professor Myria Georgiou. 
🧷 Tickets for these are being sold for £5 from the link in our bio to cover security and stewarding costs,with all profits going directly to MAP. The location for this venue will only be given to confirmed attendees on the day and attendees are expected to seat themselves from 6PM. Remember to bring your LSE ID and ticket proof to this event. 

🕊On Wednesday, February 14, we will be hosting a cultural evening to celebrate Palestinian culture with performances and an open-mic segment coupled with traditional snacks and an opportunity to write letters for affected Palestinian civilians. There is a minimum £2 donation for MAP. 

🖊️ Finally, on Friday, February 16, we will be holding a workshop on how to exercise your democratic voice and write to your MP to call for a permanent ceasefire in Gaza. We look forward to seeing you there!",https://www.instagram.com/p/C3CwiEmN1kT/
ucl,aiesec_ucl,2023-11-15T18:00:42.000Z,"Here's our first speaker- Katya Ushakova. Join the Meet Our Alumni event on Nov 21 (Tuesday) at 6pm to know more about her journey and get a chance to ask any questions at the networking space!

‼️Sign up link in bio‼️

The location will be announced soon......stay tuned :)",https://www.instagram.com/p/CzrQzJ5t-aM/
oxford,_okaykpop,2023-11-23T17:18:01.000Z,"✨️Dance Team Introduction: part one!✨️ 

It's finally time to introduce the members of our 2023-24 dance team! Here is the first set of our amazing dancers, stay tuned for the next parts in the next few days! 💜",https://www.instagram.com/p/Cz_yRdPNFeE/
kcl,kclpolitics,2024-02-28T23:59:11.000Z,"Meet Ileana, running for VP of KCL Politics! ⭐️",https://www.instagram.com/p/C36Q_LfN5vk/
cambridge,cambridgeuniversitychessclub,2023-09-07T20:54:48.000Z,Hello Cambridge Chess friends! Here is a quick selfie from our recent committee meeting - there are lots of exciting updates coming up so make sure to give us a follow to keep up to date.,https://www.instagram.com/p/Cw5535QsHAI/
ucl,uclfrancosoc,2024-01-30T20:23:41.000Z,"Nous avons le plaisir d’avoir été invité par monsieur le député Alexandre Holroyd à la prochaine table ronde sur le thème des élections présidentielles US le 15 février en présence de Benjamin Haddad, député de Paris et chercheur en relations internationales. 

Venez nombreux assister à cette table ronde en réservant votre ticket via notre linktree 🎟️",https://www.instagram.com/p/C2vNk4cgzqc/
cambridge,solidariteecambridge,2023-10-09T09:22:41.000Z,"Who doesn't love a good pub quiz!! And rumour has it that we've got two Union Winter Ball tickets on our hands to give away as prizes 👀

You'll find us at the Hidden Rooms (Jesus Lane), 20:00, Monday 16th of October. Tickets are now available on Fixr for £4 each (link in bio). Feel free to come as teams of up to 6!",https://www.instagram.com/p/CyLEGqDthg0/
ucl,uclkickboxing,2023-01-27T10:33:15.000Z,"Join us at the first-ever Martial Arts Boat Ball Sponsored by CommnRoom ! All UCL Students are welcome to join (you do not need to be a member of the societies below to attend)
This event was created in collaboration with the following clubs: UCL BJJ, MMA, Boxing, Muay Thai, Kickboxing, Aikido, Shaolin Kungfu, Kendo, Taekwondo, & Karate.
Your ticket includes one free drink (alcoholic or non-alcoholic), and several snacks on arrival!
100 alcoholic and 50 non-alcoholic extra free drinks are available if you follow CommnRoom on Instagram!
Date: Saturday, 11th February
Time: 7-11 pm. Note: The boat leaves at 7 pm, so be there by 6:30 pm :)
Location: Temple Pier, Victoria Embankment
Dress Code: Black Tie
CommnRoom is an app connecting university students through hobbies and common interests. From baking a cake together to practicing a language, just open a CommnRoom and get connected with people like you.",https://www.instagram.com/p/Cn6leVmAuT6/
kcl,uclpunjabisoc,2023-10-06T14:29:46.000Z,"⚠️Join us for our first MIXIE MOTIVE in the heart of Southall at @princeofwalespub⚠️

Secure your place by following the instructions on our google form - LINK IS IN BIO 

£16pp allows you to feast on a variety of Punjabi dishes such as:
- A sizzling mixed grill including chicken tikka and lamb kebab 
-Papri Chaat
-Butter Chicken
-Daal 
-Naan 

WE CAN’T WAIT TO SEE YOU🫶🏽",https://www.instagram.com/p/CyD43Oit9dn/
